purchase_number,total_orders,avg_order_amount,avg_days_gap_between_purchases
2215,6,7.34,0.0
2216,6,8.62,0.0
2217,6,8.95,0.0
2218,6,10.52,0.0
2219,6,7.94,0.0
2220,6,7.39,0.0
2221,6,13.87,0.5
2222,6,7.8,0.0
2223,6,9.86,0.0
2224,6,9.35,0.0
2225,6,14.93,0.0
2226,6,5.56,0.0
2227,6,7.56,0.0
2228,6,14.75,0.0
2229,6,30.7,0.0
2230,6,29.72,0.17
2231,6,29.7,0.5
2232,6,43.04,0.0
2233,6,36.83,0.0
2234,6,30.24,0.0
2235,6,26.34,0.0
2236,6,16.52,0.0
2237,6,18.81,0.0
2238,6,21.65,1.0
2239,6,30.54,0.0
2240,6,29.58,0.0
2241,6,31.27,0.0
2242,6,68.92,0.0
2243,6,25.66,0.0
2244,6,16.11,0.83
2245,6,22.34,0.0
2246,6,6.78,0.0
2247,6,7.9,0.0
2248,6,10.03,0.17
2249,6,14.06,0.0
2250,6,4.91,0.0
2251,6,20.42,0.0
2252,6,26.2,0.0
2253,6,62.72,0.0
2254,6,36.13,0.0
2255,6,10.86,0.0
2256,6,26.54,0.0
2257,6,88.77,0.0
2258,6,77.85,0.0
2259,6,58.4,0.0
2260,6,14.35,0.0
2261,6,34.81,0.0
2262,6,24.78,0.0
2263,6,19.86,0.0
2264,6,29.55,0.0
2265,6,18.54,0.33
2266,6,8.63,0.0
2267,6,6.61,0.0
2268,6,5.07,0.0
2269,6,6.92,0.0
2270,6,9.19,0.83
2271,6,8.85,0.0
2272,6,9.14,0.0
2273,6,6.24,0.0
2274,6,6.67,0.0
2275,6,6.5,0.0
2276,6,5.45,0.0
2277,6,7.13,0.0
2278,6,7.19,0.0
2279,6,11.42,0.0
2280,6,13.21,0.0
2281,6,13.73,0.0
2282,6,16.92,0.0
2283,6,11.48,0.0
2284,6,7.74,0.0
2285,6,4.84,0.17
2286,6,4.54,0.0
2287,6,7.96,0.0
2288,6,36.08,0.0
2289,6,34.24,0.0
2290,6,34.38,0.0
2291,6,34.07,0.0
2292,6,16.64,0.5
2293,6,8.26,0.0
2294,6,6.77,0.0
2295,6,12.77,0.0
2296,6,11.85,0.0
2297,6,12.15,0.0
2298,6,5.44,0.0
2299,6,6.68,0.33
2300,6,5.55,0.0
2301,6,5.44,0.0
2302,6,7.0,0.0
2303,6,8.26,0.0
2304,6,8.33,0.0
2305,6,7.16,0.0
2306,6,6.22,0.0
2307,6,8.56,0.0
2308,6,6.1,0.0
2309,6,40.42,0.0
2310,6,20.55,0.5
2311,6,43.78,0.0
2312,6,7.79,0.67
2313,6,5.36,0.0
2314,6,5.92,0.0
2315,6,7.72,0.0
2316,6,7.99,0.0
2317,6,8.2,0.0
2318,6,4.99,0.0
2319,6,6.91,0.0
2320,6,6.88,0.0
2321,6,15.87,0.67
2322,6,10.88,0.0
2323,6,5.63,0.17
2324,6,8.66,0.0
2325,6,7.48,0.0
2326,6,17.58,0.0
2327,6,37.37,0.0
2328,6,37.55,0.0
2329,6,5.79,0.5
2330,6,6.14,0.0
2331,6,9.55,0.0
2332,6,5.54,0.0
2333,6,10.95,0.0
2334,6,9.29,0.0
2335,6,6.68,0.0
2336,6,6.64,0.0
2337,6,6.54,0.0
2338,6,6.44,0.83
2339,6,3.44,0.0
2340,6,5.97,0.0
2341,6,4.74,0.0
2342,6,4.7,0.0
2343,6,6.18,0.0
2344,6,5.21,0.0
2345,6,2.6,0.0
2346,6,8.12,0.0
2347,6,14.57,0.0
2348,6,9.56,0.0
2349,6,10.78,0.0
2350,6,9.54,0.0
2351,6,21.1,0.0
2352,6,8.1,0.0
2353,6,3.78,0.0
2354,6,6.53,0.0
2355,6,7.94,0.0
2356,6,5.28,0.0
2357,6,12.73,0.0
2358,6,19.95,0.0
2359,6,20.66,0.0
2360,6,11.5,0.33
2361,6,8.1,0.0
2362,6,8.93,0.33
2363,6,7.95,0.0
2364,6,10.66,0.0
2365,6,22.66,0.67
2366,6,89.44,0.0
2367,6,29.54,0.0
2368,6,3.57,0.0
2369,6,24.95,0.0
2370,6,23.98,0.0
2371,6,27.04,0.0
2372,6,63.69,0.0
2373,6,37.28,0.0
2374,6,74.83,0.0
2375,6,127.62,0.0
2376,6,21.08,0.0
2377,6,52.74,0.67
2378,6,20.32,0.0
2379,6,24.3,0.0
2380,5,9.8,0.0
2381,5,34.83,0.0
2382,5,40.23,0.0
2383,5,45.38,0.0
2384,5,22.18,0.0
2385,5,23.93,0.0
2386,5,24.24,0.0
2387,5,12.21,0.0
2388,5,6.04,0.0
2389,5,31.2,0.0
2390,5,91.03,0.0
2391,5,22.49,1.4
2392,5,21.26,0.0
2393,5,22.78,0.0
2394,5,26.25,0.0
2395,5,76.02,0.0
2396,5,10.68,0.6
2397,5,8.13,0.0
2398,5,7.71,0.0
2399,5,16.27,0.0
2400,5,10.08,0.0
2401,5,8.22,0.0
2402,5,5.03,0.0
2403,5,6.59,0.0
2404,5,14.65,0.0
2405,5,18.5,0.0
2406,5,8.92,0.2
2407,5,10.13,0.0
2408,5,14.45,0.0
2409,5,7.92,0.0
2410,5,5.13,0.0
2411,5,6.83,0.0
2412,5,6.23,0.0
2413,5,8.34,0.0
2414,5,11.45,0.0
2415,5,5.77,0.0
2416,5,11.11,0.0
2417,5,9.98,0.0
2418,5,7.04,0.0
2419,5,2.47,0.0
2420,5,4.76,1.0
2421,5,6.71,0.0
2422,5,4.63,0.0
2423,5,5.64,0.0
2424,5,20.79,0.0
2425,5,4.23,0.0
2426,5,3.99,0.0
2427,5,6.16,0.0
2428,5,8.03,0.0
2429,5,6.0,0.0
2430,5,6.64,0.0
2431,5,7.76,0.0
2432,5,9.88,0.0
2433,5,4.55,0.0
2434,5,4.72,0.0
2435,5,5.29,0.0
2436,5,7.81,0.0
2437,5,9.42,0.0
2438,5,4.14,0.0
2439,5,6.51,0.0
2440,5,6.89,0.0
2441,5,4.99,0.0
2442,5,11.02,0.0
2443,5,5.9,0.0
2444,5,6.16,0.0
2445,5,11.55,0.0
2446,5,3.77,0.0
2447,5,6.97,0.0
2448,5,5.27,0.0
2449,5,9.88,0.0
2450,5,7.64,0.0
2451,5,12.83,0.0
2452,5,15.46,0.6
2453,5,5.05,0.0
2454,5,7.56,0.4
2455,5,6.57,0.0
2456,5,11.03,0.2
2457,5,3.15,0.0
2458,5,4.77,0.0
2459,5,15.37,0.0
2460,5,8.63,0.0
2461,5,2.83,0.0
2462,5,5.44,1.6
2463,5,6.39,0.0
2464,5,14.79,0.0
2465,5,6.61,0.0
2466,5,6.1,0.0
2467,5,6.35,0.0
2468,5,6.07,0.0
2469,5,6.31,0.0
2470,5,11.72,0.0
2471,5,7.21,0.8
2472,5,5.25,0.0
2473,5,5.96,0.0
2474,5,9.98,0.0
2475,5,8.21,0.0
2476,5,7.78,0.6
2477,5,4.17,0.0
2478,5,7.88,0.0
2479,5,11.79,0.0
2480,5,33.84,0.0
2481,5,35.05,0.0
2482,5,87.49,0.0
2483,5,34.35,0.0
2484,5,26.76,0.0
2485,5,9.91,0.0
2486,5,16.88,0.0
2487,5,26.29,0.0
2488,5,28.97,0.0
2489,5,18.63,0.0
2490,5,16.31,0.0
2491,5,28.56,0.0
2492,5,14.67,0.0
2493,5,13.32,0.0
2494,5,11.51,0.0
2495,5,5.8,0.0
2496,5,11.63,0.0
2497,5,8.75,0.0
2498,5,6.95,0.0
2499,5,8.83,0.8
2500,5,5.51,0.0
2501,5,7.18,0.0
2502,5,6.36,0.0
2503,5,5.72,0.0
2504,5,25.53,0.0
2505,5,14.23,0.6
2506,5,14.55,0.0
2507,5,4.29,0.0
2508,5,6.72,0.0
2509,5,29.86,0.0
2510,5,11.21,0.0
2511,5,13.67,0.0
2512,5,8.36,0.0
2513,5,11.37,0.0
2514,5,9.59,0.0
2515,5,8.51,0.0
2516,5,10.16,0.0
2517,5,10.73,0.0
2518,5,16.92,0.0
2519,5,12.85,0.0
2520,5,10.46,0.0
2521,5,8.66,0.0
2522,5,9.49,0.0
2523,5,10.47,0.0
2524,5,6.21,0.0
2525,5,8.41,0.2
2526,5,7.03,0.0
2527,5,20.05,0.0
2528,5,10.58,0.0
2529,5,5.41,0.0
2530,5,16.58,0.0
2531,5,12.35,0.0
2532,5,5.55,0.0
2533,5,6.44,0.0
2534,5,9.26,0.0
2535,5,11.68,0.0
2536,5,21.86,0.0
2537,5,16.58,0.0
2538,5,5.69,0.0
2539,5,6.34,0.0
2540,5,7.17,0.0
2541,5,4.25,0.0
2542,5,6.03,0.0
2543,5,8.18,0.0
2544,5,7.05,0.0
2545,5,12.39,0.0
2546,5,13.15,1.0
2547,5,6.51,0.0
2548,5,6.15,0.0
2549,5,8.01,0.0
2550,5,6.22,0.0
2551,5,6.26,0.0
2552,5,8.35,0.0
2553,5,8.51,0.0
2554,5,6.88,0.0
2555,5,7.74,0.0
2556,5,6.76,0.0
2557,5,9.26,0.0
2558,5,13.21,0.0
2559,5,7.37,0.0
2560,5,14.66,0.4
2561,5,18.57,0.0
2562,5,42.02,0.0
2563,5,32.67,0.0
2564,5,45.82,0.0
2565,5,26.23,1.0
2566,5,46.14,0.0
2567,5,6.95,0.0
2568,5,12.52,0.0
2569,5,8.59,0.0
2570,5,8.98,0.0
2571,5,2.84,0.0
2572,5,13.14,0.2
2573,5,14.58,0.0
2574,5,10.46,0.0
2575,5,15.19,0.0
2576,5,9.86,0.0
2577,5,6.07,0.0
2578,5,5.51,0.0
2579,5,5.71,0.0
2580,5,6.09,0.0
2581,5,4.01,0.0
2582,5,6.07,0.0
2583,5,12.55,0.0
2584,5,10.65,0.0
2585,5,16.55,0.0
2586,5,5.99,0.0
2587,5,8.37,0.0
2588,5,11.71,0.0
2589,5,7.51,0.0
2590,5,5.46,0.0
2591,5,6.64,0.0
2592,5,5.03,0.0
2593,5,8.93,0.0
2594,5,12.71,0.0
2595,5,7.95,0.0
2596,5,10.15,1.0
2597,5,8.61,1.0
2598,5,7.17,0.0
2599,5,8.12,0.0
2600,5,10.46,0.0
2601,5,5.6,0.0
2602,5,10.64,0.0
2603,5,4.33,0.0
2604,5,7.93,0.0
2605,5,6.39,0.0
2606,5,7.96,0.0
2607,5,3.77,0.0
2608,5,10.9,0.0
2609,5,9.69,0.0
2610,5,10.04,0.0
2611,5,11.49,0.0
2612,5,6.61,0.0
2613,5,11.51,0.0
2614,5,19.29,0.0
2615,5,11.2,0.0
2616,5,16.2,0.0
2617,5,6.15,0.0
2618,5,2.69,0.0
2619,5,4.96,0.0
2620,5,6.27,0.0
2621,5,9.6,0.2
2622,5,9.8,0.0
2623,5,9.3,0.0
2624,5,14.35,0.0
2625,5,9.52,0.0
2626,5,5.49,0.0
2627,5,13.98,0.0
2628,5,15.09,0.0
2629,5,10.66,0.0
2630,5,7.91,0.0
2631,5,11.97,0.0
2632,5,11.14,0.0
2633,5,19.13,0.0
2634,5,8.19,0.0
2635,5,15.4,0.0
2636,5,15.45,1.0
2637,5,9.35,0.0
2638,5,9.52,0.0
2639,5,9.42,0.0
2640,5,7.22,0.0
2641,5,7.34,0.0
2642,5,7.04,0.0
2643,5,10.13,0.0
2644,5,4.36,0.0
2645,5,6.54,0.0
2646,5,10.78,0.0
2647,5,16.58,0.0
2648,5,12.19,0.0
2649,5,11.54,0.0
2650,5,9.36,0.0
2651,5,6.64,0.0
2652,5,7.74,0.0
2653,5,5.05,0.4
2654,5,6.89,0.0
2655,5,12.35,0.0
2656,5,8.48,0.0
2657,5,10.03,0.0
2658,5,10.44,0.0
2659,5,6.47,0.0
2660,5,9.63,0.0
2661,5,7.0,0.0
2662,5,9.03,0.0
2663,5,6.09,0.0
2664,5,10.97,0.0
2665,5,6.77,0.4
2666,5,4.73,0.0
2667,5,6.94,0.4
2668,5,9.0,0.0
2669,5,6.7,0.0
2670,5,7.26,0.0
2671,5,7.57,0.0
2672,5,5.95,0.0
2673,5,5.73,0.0
2674,5,4.59,0.0
2675,5,7.65,0.0
2676,5,6.18,0.0
2677,5,5.45,0.0
2678,5,9.94,1.8
2679,5,13.87,0.0
2680,5,5.16,0.0
2681,5,4.7,0.0
2682,5,3.73,0.0
2683,5,4.78,0.0
2684,5,15.42,0.0
2685,5,19.04,0.0
2686,5,11.19,0.0
2687,5,10.76,0.0
2688,5,6.27,0.0
2689,5,7.06,0.0
2690,5,21.09,0.0
2691,5,11.71,0.0
2692,5,9.22,0.0
2693,5,11.17,0.0
2694,5,9.75,0.0
2695,5,7.12,0.0
2696,5,20.51,0.0
2697,5,9.81,0.0
2698,4,7.27,0.0
2699,4,11.37,0.0
2700,4,6.13,0.0
2701,4,11.48,0.0
2702,4,15.62,0.0
2703,4,7.37,0.0
2704,4,8.75,0.0
2705,4,38.83,1.5
2706,4,78.91,0.0
2707,4,37.38,0.0
2708,4,55.89,0.0
2709,4,67.75,0.0
2710,4,137.42,0.0
2711,4,30.64,1.0
2712,4,146.11,0.0
2713,4,51.19,0.0
2714,4,16.15,0.0
2715,4,75.83,0.0
2716,4,17.75,0.0
2717,4,18.2,0.0
2718,4,24.81,0.0
2719,4,25.31,0.0
2720,4,77.29,0.0
2721,4,19.53,0.0
2722,4,19.15,0.0
2723,4,33.53,0.0
2724,4,39.67,0.0
2725,4,51.16,0.0
2726,4,27.9,0.0
2727,4,7.12,0.0
2728,4,9.08,0.0
2729,4,8.35,0.0
2730,4,18.0,0.0
2731,4,9.21,0.0
2732,4,12.77,0.0
2733,4,7.43,0.0
2734,4,17.42,0.0
2735,4,9.82,0.0
2736,4,23.54,0.0
2737,4,14.53,0.0
2738,4,6.24,0.0
2739,4,6.59,0.0
2740,4,6.61,0.0
2741,4,7.81,0.0
2742,4,6.84,0.0
2743,4,5.8,0.0
2744,4,6.44,0.0
2745,4,7.2,0.0
2746,4,10.42,0.0
2747,4,11.37,0.0
2748,4,17.72,0.0
2749,4,5.78,0.0
2750,4,17.74,0.0
2751,4,8.11,0.0
2752,4,8.25,1.0
2753,4,6.94,0.0
2754,4,9.07,0.0
2755,4,12.9,0.0
2756,4,10.04,0.0
2757,4,8.82,0.0
2758,4,10.93,0.0
2759,4,13.38,0.0
2760,4,5.75,0.0
2761,4,10.05,0.0
2762,4,11.17,0.0
2763,4,25.46,0.0
2764,4,15.48,0.0
2765,4,10.37,0.0
2766,4,5.7,0.0
2767,4,7.22,0.0
2768,4,10.54,0.0
2769,4,14.17,0.0
2770,4,10.75,0.0
2771,4,10.17,0.0
2772,4,6.26,0.0
2773,4,12.13,0.0
2774,4,9.02,0.0
2775,4,6.14,0.0
2776,4,5.52,0.0
2777,4,4.74,0.0
2778,4,12.31,0.0
2779,4,10.4,0.0
2780,4,12.16,0.0
2781,4,22.56,0.0
2782,4,12.58,0.0
2783,4,15.46,0.0
2784,4,7.23,0.0
2785,4,7.35,0.0
2786,4,8.74,0.0
2787,4,7.47,0.0
2788,4,11.19,0.0
2789,4,8.79,0.0
2790,4,8.04,0.0
2791,4,12.18,0.0
2792,4,8.23,0.0
2793,4,6.36,0.25
2794,4,6.55,0.0
2795,4,6.71,0.0
2796,4,5.42,0.0
2797,4,4.65,0.0
2798,4,5.34,0.0
2799,4,6.54,0.0
2800,4,6.75,0.0
2801,4,21.94,0.0
2802,4,9.41,0.0
2803,4,7.7,0.0
2804,4,13.7,0.0
2805,4,4.73,0.0
2806,4,20.89,0.0
2807,4,6.66,0.0
2808,4,4.81,0.0
2809,4,15.09,0.0
2810,4,15.54,0.0
2811,4,7.59,0.0
2812,4,4.27,0.0
2813,4,4.34,0.0
2814,4,10.28,0.0
2815,4,7.62,0.0
2816,4,4.88,0.0
2817,4,6.8,0.0
2818,4,4.8,0.0
2819,4,4.68,0.0
2820,4,5.85,0.0
2821,4,5.15,0.0
2822,4,8.84,0.0
2823,4,8.38,0.0
2824,4,6.87,0.0
2825,4,9.44,0.0
2826,4,7.25,0.0
2827,4,4.2,0.0
2828,4,11.49,0.0
2829,4,5.48,0.0
2830,4,5.59,0.0
2831,4,4.03,0.0
2832,4,2.24,0.0
2833,4,4.58,0.0
2834,4,9.38,0.0
2835,4,2.07,0.25
2836,4,3.5,0.0
2837,4,9.7,0.0
2838,4,6.43,0.0
2839,4,8.04,0.0
2840,4,7.0,0.0
2841,4,6.68,0.0
2842,4,7.85,0.0
2843,4,6.76,0.0
2844,4,6.09,0.0
2845,4,6.51,0.0
2846,4,5.68,0.0
2847,4,5.48,0.0
2848,4,2.65,0.0
2849,4,22.96,0.0
2850,4,16.31,0.0
2851,4,6.84,0.0
2852,4,9.2,0.0
2853,4,13.07,0.0
2854,4,5.26,0.0
2855,4,7.36,0.0
2856,4,5.65,0.0
2857,4,5.37,0.0
2858,4,5.73,0.0
2859,4,9.13,0.0
2860,4,4.82,0.0
2861,4,6.01,0.0
2862,4,5.29,0.0
2863,4,3.96,0.0
2864,4,7.79,0.0
2865,4,19.4,0.0
2866,4,7.69,0.0
2867,4,8.51,0.0
2868,4,4.56,0.0
2869,4,8.45,0.0
2870,4,6.23,0.0
2871,4,8.33,0.0
2872,4,6.9,0.0
2873,4,6.82,0.0
2874,4,7.69,0.0
2875,4,9.26,0.0
2876,4,5.55,0.0
2877,4,6.71,0.0
2878,4,8.18,0.0
2879,4,9.63,0.0
2880,4,8.8,0.0
2881,4,6.22,0.0
2882,4,9.19,0.0
2883,4,5.35,0.0
2884,4,11.42,0.0
2885,4,7.1,0.0
2886,4,11.9,0.0
2887,4,10.11,0.0
2888,4,17.3,0.0
2889,4,5.68,0.0
2890,4,9.06,0.0
2891,4,4.96,0.0
2892,4,6.68,0.0
2893,4,10.11,0.0
2894,4,5.88,0.0
2895,4,14.23,0.0
2896,4,11.05,0.0
2897,4,8.94,0.0
2898,4,19.62,0.0
2899,4,5.34,0.0
2900,4,6.09,0.0
2901,4,7.76,0.0
2902,4,5.97,1.0
2903,4,6.08,0.0
2904,4,15.11,0.0
2905,4,6.04,0.0
2906,4,4.84,0.0
2907,4,11.22,0.0
2908,4,11.98,1.5
2909,4,8.13,0.0
2910,4,8.2,0.0
2911,4,7.37,0.0
2912,4,6.86,0.0
2913,4,4.92,0.0
2914,4,4.73,0.0
2915,4,8.36,0.0
2916,4,7.53,0.0
2917,4,40.56,0.0
2918,4,5.99,0.0
2919,4,7.44,0.0
2920,4,7.6,0.0
2921,4,4.85,0.0
2922,4,9.72,0.0
2923,4,9.86,0.0
2924,4,4.74,0.0
2925,4,10.72,0.0
2926,4,9.94,0.0
2927,4,7.32,0.0
2928,4,5.28,0.0
2929,4,5.46,0.0
2930,4,6.57,0.0
2931,4,6.28,0.0
2932,4,8.02,0.0
2933,4,47.54,0.5
2934,4,36.16,0.0
2935,4,38.25,0.0
2936,4,8.44,0.0
2937,4,5.24,0.0
2938,4,7.3,0.0
2939,4,14.0,0.0
2940,4,15.13,0.0
2941,4,6.49,0.0
2942,4,5.5,0.0
2943,4,4.84,0.0
2944,4,11.99,0.0
2945,4,7.26,0.0
2946,4,6.08,0.0
2947,4,9.8,0.0
2948,4,7.51,0.0
2949,4,11.68,0.0
2950,4,6.29,0.0
2951,4,29.39,0.0
2952,4,8.7,0.0
2953,4,12.77,0.0
2954,4,6.6,0.0
2955,4,6.55,0.0
2956,4,7.36,0.0
2957,4,8.48,0.0
2958,4,8.0,0.25
2959,4,11.53,0.0
2960,4,13.23,0.0
2961,4,5.41,0.0
2962,4,8.43,0.0
2963,4,3.8,0.0
2964,4,16.9,0.0
2965,4,11.53,0.0
2966,4,11.31,0.0
2967,4,8.74,0.0
2968,4,13.5,0.0
2969,4,3.79,0.0
2970,4,3.38,0.0
2971,4,4.92,0.0
2972,4,5.5,0.0
2973,4,6.59,0.0
2974,4,10.29,0.0
2975,4,8.06,0.0
2976,4,14.19,0.0
2977,4,28.07,0.5
2978,4,26.19,0.0
2979,4,9.06,0.0
2980,4,8.42,0.0
2981,4,45.65,1.0
2982,4,15.2,0.0
2983,4,7.72,0.0
2984,4,6.53,0.0
2985,4,9.88,0.0
2986,4,6.67,0.0
2987,4,7.33,0.0
2988,4,9.92,0.0
2989,4,10.13,0.0
2990,4,8.1,0.0
2991,4,6.69,0.0
2992,4,8.12,0.0
2993,4,5.89,0.0
2994,4,9.63,0.0
2995,4,8.99,0.0
2996,4,6.1,0.0
2997,4,7.87,0.0
2998,4,5.78,0.0
2999,4,5.06,0.0
3000,4,8.0,0.0
3001,4,9.8,0.0
3002,4,10.02,0.0
3003,4,8.98,0.0
3004,4,5.85,0.0
3005,4,5.53,0.0
3006,4,7.21,0.0
3007,4,7.25,0.0
3008,4,7.24,0.0
3009,4,8.93,0.0
3010,4,9.7,0.0
3011,4,6.72,0.0
3012,4,6.75,0.0
3013,4,6.76,0.0
3014,4,4.15,0.0
3015,4,15.37,0.0
3016,4,11.65,0.0
3017,4,11.04,0.0
3018,4,13.55,0.0
3019,4,9.78,0.0
3020,4,13.25,0.0
3021,4,13.2,0.0
3022,4,10.04,0.0
3023,4,10.53,0.0
3024,4,14.21,0.0
3025,4,8.59,0.0
3026,4,12.42,0.0
3027,4,12.15,0.0
3028,4,7.86,0.0
3029,4,8.77,0.0
3030,4,7.07,0.0
3031,4,12.25,0.0
3032,4,14.13,0.0
3033,4,16.57,0.0
3034,4,7.81,0.0
3035,4,8.31,0.0
3036,4,7.93,0.0
3037,4,18.34,0.0
3038,4,21.29,0.0
3039,4,38.3,0.0
3040,4,137.17,1.0
3041,4,29.66,0.0
3042,4,40.56,0.0
3043,4,40.98,0.0
3044,4,41.41,0.0
3045,4,39.48,0.0
3046,4,38.53,0.0
3047,4,8.54,0.0
3048,4,6.33,0.0
3049,4,6.0,0.0
3050,4,6.34,0.0
3051,4,10.2,0.0
3052,4,6.88,0.0
3053,4,4.12,0.0
3054,4,12.95,1.0
3055,4,7.22,0.0
3056,4,6.97,0.0
3057,4,4.22,0.0
3058,4,10.83,0.0
3059,4,7.82,0.0
3060,4,12.37,0.0
3061,4,12.8,0.0
3062,4,9.97,0.0
3063,4,7.5,0.0
3064,4,22.06,0.0
3065,4,6.71,0.0
3066,4,11.68,0.0
3067,4,4.65,0.0
3068,4,24.52,0.0
3069,4,5.4,0.0
3070,4,6.23,0.0
3071,4,7.85,0.5
3072,4,12.82,0.0
3073,4,11.72,0.0
3074,4,20.17,0.0
3075,4,14.89,0.0
3076,4,7.36,0.0
3077,4,7.05,0.0
3078,4,9.13,0.0
3079,4,8.18,0.0
3080,4,11.9,0.0
3081,4,7.75,0.0
3082,4,6.08,0.0
3083,4,8.2,0.0
3084,4,5.07,0.0
3085,4,5.45,0.0
3086,4,8.23,0.0
3087,4,8.6,0.0
3088,4,8.02,0.0
3089,4,7.49,0.0
3090,4,5.59,0.0
3091,4,9.36,0.0
3092,4,11.6,0.0
3093,4,17.99,0.0
3094,4,28.1,0.0
3095,4,10.51,0.0
3096,4,7.18,0.0
3097,4,6.72,0.0
3098,4,26.85,0.0
3099,4,10.99,0.0
3100,4,10.48,0.0
3101,4,6.34,0.0
3102,4,6.74,0.75
3103,4,7.34,0.0
3104,4,11.03,0.0
3105,4,8.68,0.0
3106,4,8.57,0.0
3107,4,44.58,0.25
3108,4,13.78,0.0
3109,4,12.02,0.0
3110,4,10.96,0.0
3111,4,8.95,0.0
3112,4,9.9,0.0
3113,4,18.34,0.0
3114,4,12.93,0.0
3115,4,8.9,0.0
3116,4,9.55,0.0
3117,4,3.98,0.0
3118,4,6.73,0.0
3119,4,11.71,0.0
3120,4,12.88,0.0
3121,4,11.43,0.0
3122,4,14.4,0.0
3123,4,10.09,0.0
3124,4,8.38,0.0
3125,4,8.67,0.0
3126,4,11.07,0.0
3127,4,10.1,0.0
3128,4,15.17,0.0
3129,4,10.11,0.0
3130,4,8.33,0.0
3131,4,9.77,0.0
3132,4,9.6,0.0
3133,4,11.99,0.0
3134,4,12.13,0.0
3135,4,11.86,0.0
3136,4,11.0,0.0
3137,4,10.99,0.0
3138,4,7.9,0.0
3139,4,6.0,0.0
3140,4,7.12,0.0
3141,4,9.56,0.0
3142,4,10.38,0.0
3143,4,10.66,0.0
3144,4,10.74,0.0
3145,4,14.19,0.0
3146,4,7.78,0.0
3147,4,6.35,0.0
3148,4,14.49,0.0
3149,4,9.87,0.0
3150,4,7.64,0.0
3151,4,6.87,0.0
3152,4,5.71,0.0
3153,4,6.96,0.0
3154,4,7.92,0.0
3155,4,7.87,0.0
3156,4,8.11,0.0
3157,4,5.56,0.0
3158,4,3.89,0.0
3159,4,6.72,0.0
3160,4,7.02,0.0
3161,4,5.02,0.0
3162,4,4.41,0.0
3163,4,4.56,0.0
3164,4,13.18,0.0
3165,4,10.54,0.0
3166,4,11.12,0.0
3167,4,12.36,0.0
3168,4,8.8,0.0
3169,4,11.5,0.0
3170,4,6.49,0.0
3171,4,8.7,0.0
3172,4,6.83,0.0
3173,4,7.02,0.0
3174,4,10.78,0.0
3175,4,15.93,0.0
3176,4,6.64,0.0
3177,4,3.88,0.0
3178,4,9.26,0.0
3179,4,7.66,0.0
3180,4,7.8,0.0
3181,4,7.97,0.0
3182,4,3.1,0.0
3183,4,3.62,0.0
3184,4,14.18,0.0
3185,4,7.52,0.0
3186,4,7.28,0.0
3187,4,5.54,0.0
3188,4,8.0,0.0
3189,4,8.78,0.0
3190,4,5.76,0.0
3191,4,11.98,0.0
3192,4,5.21,0.0
3193,4,13.8,0.0
3194,4,9.06,0.0
3195,4,17.84,0.0
3196,4,9.1,0.0
3197,4,10.13,0.0
3198,4,14.64,0.0
3199,4,7.97,0.0
3200,4,14.28,0.0
3201,4,12.98,0.0
3202,4,6.52,0.0
3203,4,7.94,0.0
3204,4,7.38,0.0
3205,4,19.88,0.0
3206,4,15.0,0.0
3207,4,10.88,0.0
3208,4,4.94,0.0
3209,4,8.62,0.0
3210,4,10.39,0.0
3211,4,7.98,0.0
3212,4,6.22,0.0
3213,4,45.33,0.0
3214,4,5.49,0.0
3215,4,11.43,0.0
3216,4,12.4,0.0
3217,4,5.49,0.0
3218,4,4.07,0.0
3219,4,8.22,0.5
3220,4,11.8,0.0
3221,4,5.26,0.0
3222,4,7.62,0.0
3223,4,5.7,0.0
3224,4,7.62,0.0
3225,4,26.26,0.0
3226,4,10.3,0.0
3227,4,10.44,0.0
3228,4,17.11,0.0
3229,4,24.51,0.0
3230,4,11.94,0.0
3231,4,8.23,0.0
3232,4,6.17,0.0
3233,4,20.11,0.0
3234,4,14.24,0.0
3235,4,6.92,0.0
3236,4,6.22,0.0
3237,4,8.82,0.0
3238,4,7.67,0.0
3239,4,8.67,0.0
3240,4,11.61,0.0
3241,4,15.2,0.0
3242,4,13.9,0.0
3243,4,6.76,0.0
3244,4,5.57,0.0
3245,4,5.84,0.0
3246,4,6.56,0.0
3247,4,6.65,0.0
3248,4,6.66,0.0
3249,4,4.85,0.0
3250,4,6.21,0.0
3251,4,5.58,0.0
3252,4,6.68,0.0
3253,4,13.77,0.0
3254,4,9.43,0.0
3255,4,12.96,0.0
3256,4,8.78,0.0
3257,4,5.65,0.0
3258,4,7.18,0.0
3259,4,10.33,0.0
3260,4,11.33,0.0
3261,4,17.1,0.0
3262,4,19.39,0.0
3263,4,9.71,0.0
3264,4,16.87,0.0
3265,4,8.75,0.0
3266,4,15.3,0.0
3267,4,5.74,0.0
3268,4,5.02,0.0
3269,4,10.08,0.0
3270,4,10.58,0.0
3271,4,10.41,0.0
3272,4,6.23,0.0
3273,4,7.72,0.0
3274,4,7.43,1.0
3275,4,5.92,0.0
3276,4,4.36,0.0
3277,4,6.97,0.0
3278,4,9.03,0.0
3279,4,3.94,0.0
3280,4,4.79,0.0
3281,4,6.98,0.0
3282,4,5.7,0.0
3283,4,2.88,0.0
3284,4,7.96,0.0
3285,4,10.04,0.0
3286,4,4.68,0.0
3287,4,6.37,0.0
3288,4,9.46,0.0
